Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Pre-draft Team,Real_value,Height CM,Weight KG,Last Season
Kobe Bryant,Los Angeles Lakers,West,"Jan 9, 2012",SG,6'6,212,33,1996,15,2011-2012,2012,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,"Jan 3, 2012",F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,"Jan 3, 2012",SF,6'9,240,23,2007,4,2011-2012,2012,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,"Apr 11, 2011",F,6'8,240,26,2003,7,2010-2011,2011,Syracuse,0.5,203,108,0
Kevin Durant,Oklahoma City Thunder,West,"Apr 11, 2011",SF,6'9,240,22,2007,3,2010-2011,2011,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,"Apr 4, 2011",F,6'8,240,26,2003,7,2010-2011,2011,Syracuse,0.5,203,108,0
Zach Randolph,Memphis Grizzlies,West,"Apr 4, 2011",PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwight Howard,Orlando Magic,East,"Mar 28, 2011",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 28, 2011",SG,6'6,212,32,1996,14,2010-2011,2011,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,"Mar 21, 2011",F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kyle Lowry,Houston Rockets,West,"Mar 21, 2011",PG,6'1,196,24,2006,4,2010-2011,2011,Villanova,0.5,185,88,0
Dwyane Wade,Miami Heat,East,"Mar 14, 2011",SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Tony Parker,San Antonio Spurs,West,"Mar 14, 2011",G,6'2,185,28,2001,9,2010-2011,2011,Paris Basket Racing (France),0.5,188,83,0
Paul Pierce,Boston Celtics,East,"Mar 7, 2011",SF,6'7,235,33,1998,12,2010-2011,2011,Kansas,0.5,201,106,0
Russell Westbrook,Oklahoma City Thunder,West,"Mar 7, 2011",G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Dwight Howard,Orlando Magic,East,"Feb 28, 2011",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kevin Martin,Houston Rockets,West,"Feb 28, 2011",SG,6'7,199,28,2004,6,2010-2011,2011,Western Carolina,0.5,201,90,0
Dwight Howard,Orlando Magic,East,"Feb 14, 2011",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
LaMarcus Aldridge,Portland Trail Blazers,West,"Feb 14, 2011",FC,6'11,265,25,2006,4,2010-2011,2011,Texas,0.5,211,120,0
LeBron James,Miami Heat,East,"Feb 7, 2011",F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,"Feb 7, 2011",SF,6'9,240,22,2007,3,2010-2011,2011,Texas,0.5,206,108,0
LeBron James,Miami Heat,East,"Jan 31, 2011",F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Zach Randolph,Memphis Grizzlies,West,"Jan 31, 2011",PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwight Howard,Orlando Magic,East,"Jan 24, 2011",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
LaMarcus Aldridge,Portland Trail Blazers,West,"Jan 24, 2011",FC,6'11,265,25,2006,4,2010-2011,2011,Texas,0.5,211,120,0
Derrick Rose,Chicago Bulls,East,"Jan 18, 2011",PG,6'3,200,22,2008,2,2010-2011,2011,Memphis,0.5,190,90,0
Russell Westbrook,Oklahoma City Thunder,West,"Jan 18, 2011",G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
LeBron James,Miami Heat,East,"Jan 10, 2011",F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Zach Randolph,Memphis Grizzlies,West,"Jan 10, 2011",PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwyane Wade,Miami Heat,East,"Jan 3, 2011",SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Chauncey Billups,Denver Nuggets,West,"Jan 3, 2011",G,6'3,210,34,1997,13,2010-2011,2011,Colorado,0.5,190,95,0
LeBron James,Miami Heat,East,"Dec 27, 2010",F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Monta Ellis,Golden State Warriors,West,"Dec 27, 2010",G,6'3,185,25,2005,5,2010-2011,2011,Lanier High School (Mississippi),0.5,190,83,0
Paul Pierce,Boston Celtics,East,"Dec 20, 2010",SF,6'7,235,33,1998,12,2010-2011,2011,Kansas,0.5,201,106,0
Tony Parker,San Antonio Spurs,West,"Dec 20, 2010",G,6'2,185,28,2001,9,2010-2011,2011,Paris Basket Racing (France),0.5,188,83,0
Dwyane Wade,Miami Heat,East,"Dec 13, 2010",SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,"Dec 13, 2010",PF,7'0,245,32,1998,12,2010-2011,2011,DJK Wurzburg (Germany),0.5,213,111,0
Amar'e Stoudemire,New York Knicks,East,"Dec 6, 2010",FC,6'10,245,28,2002,8,2010-2011,2011,Cypress Creek High School (Florida),0.5,208,111,0
Russell Westbrook,Oklahoma City Thunder,West,"Dec 6, 2010",G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Dwight Howard,Orlando Magic,East,"Nov 29, 2010",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Dirk Nowitzki,Dallas Mavericks,West,"Nov 29, 2010",PF,7'0,245,32,1998,12,2010-2011,2011,DJK Wurzburg (Germany),0.5,213,111,0
Amar'e Stoudemire,New York Knicks,East,"Nov 22, 2010",FC,6'10,245,28,2002,8,2010-2011,2011,Cypress Creek High School (Florida),0.5,208,111,0
Russell Westbrook,Oklahoma City Thunder,West,"Nov 22, 2010",G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Derrick Rose,Chicago Bulls,East,"Nov 15, 2010",PG,6'3,200,22,2008,2,2010-2011,2011,Memphis,0.5,190,90,0
Deron Williams,Utah Jazz,West,"Nov 15, 2010",PG,6'3,200,26,2005,5,2010-2011,2011,Illinois,0.5,190,90,0
Dwight Howard,Orlando Magic,East,"Nov 8, 2010",C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Chris Paul,New Orleans Hornets,West,"Nov 8, 2010",PG,6'0,175,25,2005,5,2010-2011,2011,Wake Forest,0.5,183,79,0
Rajon Rondo,Boston Celtics,East,"Nov 1, 2010",PG,6'1,186,25,2006,4,2010-2011,2011,Kentucky,0.5,185,84,0
Pau Gasol,Los Angeles Lakers,West,"Nov 1, 2010",FC,7'0,250,30,2001,9,2010-2011,2011,FC Barcelona Lassa (Spain),0.5,213,113,0
Dwight Howard,Orlando Magic,East,"Apr 12, 2010",C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Dirk Nowitzki,Dallas Mavericks,West,"Apr 12, 2010",PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Chris Bosh,Toronto Raptors,East,"Apr 5, 2010",PF,6'11,235,25,2003,6,2009-2010,2010,Georgia Tech,0.5,211,106,0
Kevin Durant,Oklahoma City Thunder,West,"Apr 5, 2010",SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
Dwyane Wade,Miami Heat,East,"Mar 29, 2010",SG,6'4,220,28,2003,6,2009-2010,2010,Marquette,0.5,193,99,0
Manu Ginobili,San Antonio Spurs,West,"Mar 29, 2010",SG,6'6,205,32,1999,7,2009-2010,2010,Viola Reggio Calabria (Italy),0.5,198,93,0
Paul Pierce,Boston Celtics,East,"Mar 22, 2010",SF,6'7,235,32,1998,11,2009-2010,2010,Kansas,0.5,201,106,0
Pau Gasol,Los Angeles Lakers,West,"Mar 22, 2010",FC,7'0,250,29,2001,8,2009-2010,2010,FC Barcelona Lassa (Spain),0.5,213,113,0
Andrew Bogut,Milwaukee Bucks,East,"Mar 15, 2010",C,7'0,260,25,2005,4,2009-2010,2010,Utah,0.5,213,118,0
Brandon Roy,Portland Trail Blazers,West,"Mar 15, 2010",G,6'6,211,25,2006,3,2009-2010,2010,Washington,0.5,198,95,0
Dwyane Wade,Miami Heat,East,"Mar 8, 2010",SG,6'4,220,28,2003,6,2009-2010,2010,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,"Mar 8, 2010",PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,"Mar 1, 2010",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Dirk Nowitzki,Dallas Mavericks,West,"Mar 1, 2010",PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Dwight Howard,Orlando Magic,East,"Feb 22, 2010",C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carlos Boozer,Utah Jazz,West,"Feb 22, 2010",PF,6'9,266,28,2002,7,2009-2010,2010,Duke,0.5,206,120,0
LeBron James,Cleveland Cavaliers,East,"Feb 8, 2010",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Russell Westbrook,Oklahoma City Thunder,West,"Feb 8, 2010",G,6'3,200,21,2008,1,2009-2010,2010,UCLA,0.5,190,90,0
Chris Bosh,Toronto Raptors,East,"Feb 1, 2010",PF,6'11,235,25,2003,6,2009-2010,2010,Georgia Tech,0.5,211,106,0
Kevin Durant,Oklahoma City Thunder,West,"Feb 1, 2010",SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
LeBron James,Cleveland Cavaliers,East,"Jan 25, 2010",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chauncey Billups,Denver Nuggets,West,"Jan 25, 2010",G,6'3,210,33,1997,12,2009-2010,2010,Colorado,0.5,190,95,0
Stephen Jackson,Charlotte Bobcats,East,"Jan 19, 2010",GF,6'8,220,31,1997,12,2009-2010,2010,Butler CC,0.5,203,99,0
Carmelo Anthony,Denver Nuggets,West,"Jan 19, 2010",F,6'8,240,25,2003,6,2009-2010,2010,Syracuse,0.5,203,108,0
LeBron James,Cleveland Cavaliers,East,"Jan 11, 2010",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chris Kaman,Los Angeles Clippers,East,"Jan 11, 2010",C,7'0,265,27,2003,6,2009-2010,2010,Central Michigan,0.5,213,120,0
Derrick Rose,Chicago Bulls,East,"Jan 4, 2010",PG,6'3,200,21,2008,1,2009-2010,2010,Memphis,0.5,190,90,0
Kevin Durant,Oklahoma City Thunder,West,"Jan 4, 2010",SF,6'9,240,21,2007,2,2009-2010,2010,Texas,0.5,206,108,0
LeBron James,Cleveland Cavaliers,East,"Dec 28, 2009",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 28, 2009",SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Dwight Howard,Orlando Magic,East,"Dec 21, 2009",C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 21, 2009",SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Rodney Stuckey,Detroit Pistons,East,"Dec 14, 2009",G,6'5,205,23,2007,2,2009-2010,2010,Eastern Washington,0.5,196,93,0
Deron Williams,Utah Jazz,West,"Dec 14, 2009",PG,6'3,200,25,2005,4,2009-2010,2010,Illinois,0.5,190,90,0
Kevin Garnett,Boston Celtics,East,"Dec 7, 2009",PF,6'11,240,33,1995,14,2009-2010,2010,Farragut Career Academy (Illinois),0.5,211,108,0
Carlos Boozer,Utah Jazz,West,"Dec 7, 2009",PF,6'9,266,28,2002,7,2009-2010,2010,Duke,0.5,206,120,0
Gerald Wallace,Charlotte Bobcats,East,"Nov 30, 2009",F,6'7,220,27,2001,8,2009-2010,2010,Alabama,0.5,201,99,0
Tim Duncan,San Antonio Spurs,West,"Nov 30, 2009",FC,6'11,250,33,1997,12,2009-2010,2010,Wake Forest,0.5,211,113,0
LeBron James,Cleveland Cavaliers,East,"Nov 23, 2009",F,6'8,250,25,2003,6,2009-2010,2010,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,"Nov 23, 2009",SG,6'6,212,31,1996,13,2009-2010,2010,Lower Merion High School (Pennsylvania),0.5,198,96,0
Brandon Jennings,Milwaukee Bucks,East,"Nov 16, 2009",G,6'1,170,20,2009,0,2009-2010,2010,Virtus Roma (Italy),0.5,185,77,0
Dirk Nowitzki,Dallas Mavericks,West,"Nov 16, 2009",PF,7'0,245,31,1998,11,2009-2010,2010,DJK Wurzburg (Germany),0.5,213,111,0
Joe Johnson,Atlanta Hawks,East,"Nov 9, 2009",SG,6'7,240,28,2001,8,2009-2010,2010,Arkansas,0.5,201,108,0
Chris Kaman,Los Angeles Clippers,West,"Nov 9, 2009",C,7'0,265,27,2003,6,2009-2010,2010,Central Michigan,0.5,213,120,0
Dwight Howard,Orlando Magic,East,"Nov 2, 2009",C,6'11,265,24,2004,5,2009-2010,2010,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Carmelo Anthony,Denver Nuggets,West,"Nov 2, 2009",F,6'8,240,25,2003,6,2009-2010,2010,Syracuse,0.5,203,108,0
Ben Gordon,Chicago Bulls,East,"Apr 13, 2009",SG,6'3,200,25,2004,4,2008-2009,2009,Connecticut,0.5,190,90,0
Brandon Roy,Portland Trail Blazers,West,"Apr 13, 2009",G,6'6,211,24,2006,2,2008-2009,2009,Washington,0.5,198,95,0
Dwight Howard,Orlando Magic,East,"Apr 6, 2009",C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Jason Kidd,Dallas Mavericks,West,"Apr 6, 2009",PG,6'4,210,35,1994,14,2008-2009,2009,California,0.5,193,95,0
Dwight Howard,Orlando Magic,East,"Mar 30, 2009",C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Tony Parker,San Antonio Spurs,West,"Mar 30, 2009",G,6'2,185,26,2001,7,2008-2009,2009,Paris Basket Racing (France),0.5,188,83,0
LeBron James,Cleveland Cavaliers,East,"Mar 23, 2009",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chris Paul,New Orleans Hornets,West,"Mar 23, 2009",PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
LeBron James,Cleveland Cavaliers,East,"Mar 16, 2009",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 16, 2009",SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Dwyane Wade,Miami Heat,East,"Mar 9, 2009",SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Deron Williams,Utah Jazz,West,"Mar 9, 2009",PG,6'3,200,24,2005,3,2008-2009,2009,Illinois,0.5,190,90,0
Devin Harris,New Jersey Nets,East,"Mar 2, 2009",G,6'3,185,26,2004,4,2008-2009,2009,Wisconsin,0.5,190,83,0
David West,New Orleans Hornets,West,"Mar 2, 2009",PF,6'9,250,28,2003,5,2008-2009,2009,Xavier,0.5,206,113,0
Dwight Howard,Orlando Magic,East,"Feb 23, 2009",C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Pau Gasol,Los Angeles Lakers,West,"Feb 23, 2009",FC,7'0,250,28,2001,7,2008-2009,2009,FC Barcelona Lassa (Spain),0.5,213,113,0
LeBron James,Cleveland Cavaliers,East,"Feb 9, 2009",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Pau Gasol,Los Angeles Lakers,West,"Feb 9, 2009",FC,7'0,250,28,2001,7,2008-2009,2009,FC Barcelona Lassa (Spain),0.5,213,113,0
David Lee,New York Knicks,East,"Feb 2, 2009",FC,6'9,245,25,2005,3,2008-2009,2009,Florida,0.5,206,111,0
Tony Parker,San Antonio Spurs,West,"Feb 2, 2009",G,6'2,185,26,2001,7,2008-2009,2009,Paris Basket Racing (France),0.5,188,83,0
LeBron James,Cleveland Cavaliers,East,"Jan 26, 2009",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Andrew Bynum,Los Angeles Lakers,West,"Jan 26, 2009",C,7'0,285,21,2005,3,2008-2009,2009,St. Joseph High School (New Jersey),0.5,213,129,0
Jameer Nelson,Orlando Magic,East,"Jan 19, 2009",G,6'0,190,27,2004,4,2008-2009,2009,Saint Joseph's,0.5,183,86,0
Chris Paul,New Orleans Hornets,West,"Jan 19, 2009",PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Dwight Howard,Orlando Magic,East,"Jan 12, 2009",C,6'11,265,23,2004,4,2008-2009,2009,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,"Jan 12, 2009",SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Rodney Stuckey,Detroit Pistons,East,"Jan 5, 2009",G,6'5,205,22,2007,1,2008-2009,2009,Eastern Washington,0.5,196,93,0
Al Jefferson,Minnesota Timberwolves,West,"Jan 5, 2009",FC,6'10,289,24,2004,4,2008-2009,2009,Prentiss High School (Mississippi),0.5,208,131,0
LeBron James,Cleveland Cavaliers,East,"Dec 29, 2008",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,"Dec 29, 2008",SG,6'6,212,30,1996,12,2008-2009,2009,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jameer Nelson,Orlando Magic,East,"Dec 22, 2008",G,6'0,190,27,2004,4,2008-2009,2009,Saint Joseph's,0.5,183,86,0
Chris Paul,New Orleans Hornets,West,"Dec 22, 2008",PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Al Harrington,New York Knicks,East,"Dec 15, 2008",F,6'9,245,29,1998,10,2008-2009,2009,St. Patrick High School (New Jersey),0.5,206,111,0
Tim Duncan,San Antonio Spurs,West,"Dec 15, 2008",FC,6'11,250,32,1997,11,2008-2009,2009,Wake Forest,0.5,211,113,0
Dwyane Wade,Miami Heat,East,"Dec 8, 2008",SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,"Dec 8, 2008",PF,7'0,245,30,1998,10,2008-2009,2009,DJK Wurzburg (Germany),0.5,213,111,0
Devin Harris,New Jersey Nets,East,"Dec 1, 2008",G,6'3,185,26,2004,4,2008-2009,2009,Wisconsin,0.5,190,83,0
Brandon Roy,Portland Trail Blazers,West,"Dec 1, 2008",G,6'6,211,24,2006,2,2008-2009,2009,Washington,0.5,198,95,0
Dwyane Wade,Miami Heat,East,"Nov 24, 2008",SG,6'4,220,27,2003,5,2008-2009,2009,Marquette,0.5,193,99,0
Dirk Nowitzki,Dallas Mavericks,West,"Nov 24, 2008",PF,7'0,245,30,1998,10,2008-2009,2009,DJK Wurzburg (Germany),0.5,213,111,0
LeBron James,Cleveland Cavaliers,East,"Nov 17, 2008",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chauncey Billups,Denver Nuggets,West,"Nov 17, 2008",G,6'3,210,32,1997,11,2008-2009,2009,Colorado,0.5,190,95,0
LeBron James,Cleveland Cavaliers,East,"Nov 10, 2008",F,6'8,250,24,2003,5,2008-2009,2009,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Amar'e Stoudemire,Phoenix Suns,West,"Nov 10, 2008",FC,6'10,245,26,2002,6,2008-2009,2009,Cypress Creek High School (Florida),0.5,208,111,0
Chris Bosh,Toronto Raptors,East,"Nov 3, 2008",PF,6'11,235,24,2003,5,2008-2009,2009,Georgia Tech,0.5,211,106,0
Chris Paul,New Orleans Hornets,West,"Nov 3, 2008",PG,6'0,175,23,2005,3,2008-2009,2009,Wake Forest,0.5,183,79,0
Kevin Garnett,Boston Celtics,East,"Apr 13, 2008",PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Allen Iverson,Denver Nuggets,West,"Apr 13, 2008",G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Joe Johnson,Atlanta Hawks,East,"Apr 6, 2008",SG,6'7,240,26,2001,6,2007-2008,2008,Arkansas,0.5,201,108,0
Kobe Bryant,Los Angeles Lakers,West,"Apr 6, 2008",SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
Jason Richardson,Charlotte Bobcats,East,"Mar 30, 2008",GF,6'6,225,27,2001,6,2007-2008,2008,Michigan State,0.5,198,102,0
Carmelo Anthony,Denver Nuggets,West,"Mar 30, 2008",F,6'8,240,23,2003,4,2007-2008,2008,Syracuse,0.5,203,108,0
Kevin Garnett,Boston Celtics,East,"Mar 23, 2008",PF,6'11,240,31,1995,12,2007-2008,2008,Farragut Career Academy (Illinois),0.5,211,108,0
Chris Paul,New Orleans Hornets,West,"Mar 23, 2008",PG,6'0,175,22,2005,2,2007-2008,2008,Wake Forest,0.5,183,79,0
Antawn Jamison,Washington Wizards,East,"Mar 16, 2008",F,6'9,235,31,1998,9,2007-2008,2008,North Carolina,0.5,206,106,0
Amar'e Stoudemire,Phoenix Suns,West,"Mar 16, 2008",FC,6'10,245,25,2002,5,2007-2008,2008,Cypress Creek High School (Florida),0.5,208,111,0
Jason Richardson,Charlotte Bobcats,East,"Mar 9, 2008",GF,6'6,225,27,2001,6,2007-2008,2008,Michigan State,0.5,198,102,0
Tracy McGrady,Houston Rockets,West,"Mar 9, 2008",GF,6'8,210,28,1997,10,2007-2008,2008,Mt. Zion Christian Academy (North Carolina),0.5,203,95,0
Andre Miller,Philadelphia Sixers,East,"Mar 2, 2008",PG,6'3,200,31,1999,8,2007-2008,2008,Utah,0.5,190,90,0
Kobe Bryant,Los Angeles Lakers,West,"Mar 2, 2008",SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,"Feb 24, 2008",F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Manu Ginobili,San Antonio Spurs,West,"Feb 24, 2008",SG,6'6,205,30,1999,5,2007-2008,2008,Viola Reggio Calabria (Italy),0.5,198,93,0
Andre Miller,Philadelphia Sixers,East,"Feb 10, 2008",PG,6'3,200,31,1999,8,2007-2008,2008,Utah,0.5,190,90,0
Amar'e Stoudemire,Phoenix Suns,West,"Feb 10, 2008",FC,6'10,245,25,2002,5,2007-2008,2008,Cypress Creek High School (Florida),0.5,208,111,0
Hedo Turkoglu,Orlando Magic,East,"Feb 3, 2008",F,6'10,220,28,2000,7,2007-2008,2008,Anadolu Efes (Turkey),0.5,208,99,0
Brad Miller,Sacramento Kings,West,"Feb 3, 2008",C,7'0,261,31,1998,9,2007-2008,2008,Purdue,0.5,213,118,0
Hedo Turkoglu,Orlando Magic,East,"Jan 27, 2008",F,6'10,220,28,2000,7,2007-2008,2008,Anadolu Efes (Turkey),0.5,208,99,0
Al Jefferson,Minnesota Timberwolves,West,"Jan 27, 2008",FC,6'10,289,23,2004,3,2007-2008,2008,Prentiss High School (Mississippi),0.5,208,131,0
Gerald Wallace,Charlotte Bobcats,East,"Jan 20, 2008",F,6'7,220,25,2001,6,2007-2008,2008,Alabama,0.5,201,99,0
Baron Davis,Golden State Warriors,West,"Jan 20, 2008",G,6'3,215,28,1999,8,2007-2008,2008,UCLA,0.5,190,97,0
Chris Bosh,Toronto Raptors,East,"Jan 13, 2008",PF,6'11,235,23,2003,4,2007-2008,2008,Georgia Tech,0.5,211,106,0
Kobe Bryant,Los Angeles Lakers,West,"Jan 13, 2008",SG,6'6,212,29,1996,11,2007-2008,2008,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Cleveland Cavaliers,East,"Jan 6, 2008",F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Allen Iverson,Denver Nuggets,West,"Jan 6, 2008",G,6'0,165,32,1996,11,2007-2008,2008,Georgetown,0.5,183,74,0
Paul Pierce,Boston Celtics,East,"Dec 30, 2007",SF,6'7,235,30,1998,9,2007-2008,2008,Kansas,0.5,201,106,0
Chris Paul,New Orleans Hornets,West,"Dec 30, 2007",PG,6'0,175,22,2005,2,2007-2008,2008,Wake Forest,0.5,183,79,0
Joe Johnson,Atlanta Hawks,East,"Dec 23, 2007",SG,6'7,240,26,2001,6,2007-2008,2008,Arkansas,0.5,201,108,0
Carmelo Anthony,Denver Nuggets,West,"Dec 23, 2007",F,6'8,240,23,2003,4,2007-2008,2008,Syracuse,0.5,203,108,0
Paul Pierce,Boston Celtics,East,"Dec 16, 2007",SF,6'7,235,30,1998,9,2007-2008,2008,Kansas,0.5,201,106,0
Brandon Roy,Portland Trail Blazers,West,"Dec 16, 2007",G,6'6,211,23,2006,1,2007-2008,2008,Washington,0.5,198,95,0
Josh Smith,Atlanta Hawks,East,"Dec 9, 2007",PF,6'9,225,22,2004,3,2007-2008,2008,Oak Hill Academy (Virginia),0.5,206,102,0
Brandon Roy,Portland Trail Blazers,West,"Dec 9, 2007",G,6'6,211,23,2006,1,2007-2008,2008,Washington,0.5,198,95,0
Dwight Howard,Orlando Magic,East,"Dec 2, 2007",C,6'11,265,22,2004,3,2007-2008,2008,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Stephen Jackson,Golden State Warriors,West,"Dec 2, 2007",GF,6'8,220,29,1997,10,2007-2008,2008,Butler CC,0.5,203,99,0
LeBron James,Cleveland Cavaliers,East,"Nov 25, 2007",F,6'8,250,23,2003,4,2007-2008,2008,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Tony Parker,San Antonio Spurs,West,"Nov 25, 2007",G,6'2,185,25,2001,6,2007-2008,2008,Paris Basket Racing (France),0.5,188,83,0
Dwight Howard,Orlando Magic,East,"Nov 18, 2007",C,6'11,265,22,2004,3,2007-2008,2008,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
